rule_chain,node_name,node_type,status,output_field,source_fields,source_params,tinyexpr,tinyexpr_suggested,multi_output_sibling_fields,reason,original_code
Asentamiento Acumulado,TS Processing,TbTransformMsgNode,needs_manual_review,,,,,,,no se encontró ninguna asignación msg.<campo> = <expresión> reconocible,"var newMsg = {};
newMsg.AsentamientoAcumulado = msg.MCA + parseFloat(metadata.shared_asentamientoIni);
return {msg: newMsg, metadata: metadata, msgType: msgType};"
Asentamiento Acumulado,Umbral CS,TbTransformMsgNode,needs_manual_review,,,,,,,no se encontró ninguna asignación msg.<campo> = <expresión> reconocible,"var newMsg = {};
newMsg.AsentamientoAculumado = msg.Asentamiento - metadata.shared_AsentamientoInicial;
return {msg: newMsg, metadata: metadata, msgType: msgType};"
Asentamiento Acumulado,Umbral Pz,TbTransformMsgNode,needs_manual_review,,,,,,,no se encontró ninguna asignación msg.<campo> = <expresión> reconocible,"var newMsg = {};
newMsg.MCAAcumulado = msg.MCA - metadata.shared_MCAInicial;
return {msg: newMsg, metadata: metadata, msgType: msgType};"
Asentamiento Acumulado,Umbral Texto,TbTransformMsgNode,needs_manual_review,umbral_texto,,,,,,la expresión asignada a msg.umbral_texto contiene ''' -- no es aritmética pura traducible a tinyexpr,"msg.umbral_texto='Sin alarma'

return {msg: msg, metadata: metadata, msgType: msgType};"
Asentamiento Acumulado,date,TbJsFilterNode,not_a_formula,,,,,,,"nodo de filtro/switch (compuerta booleana o enrutamiento), no calcula un valor de telemetría","var fecha=new Date().getTime()


var horas=(fecha-parseFloat(metadata.ts))/3600000


if(horas<2){
    
    return true
}
else{
    
    return false
}"
Asentamiento Acumulado,date,TbJsFilterNode,not_a_formula,,,,,,,"nodo de filtro/switch (compuerta booleana o enrutamiento), no calcula un valor de telemetría","var fecha=new Date().getTime()


var horas=(fecha-parseFloat(metadata.ts))/3600000


if(horas<2){
    
    return true
}
else{
    
    return false
}"
BuoyRC,Condicion,TbJsFilterNode,not_a_formula,,,,,,,"nodo de filtro/switch (compuerta booleana o enrutamiento), no calcula un valor de telemetría","if (msg.Altitud==""NAN""){
    return false
}
else{
    return true
}"
BuoyRC,Operacion,TbTransformMsgNode,translated,Altura_corregida,Altitud,shared_offset,Altitud - shared_offset,,,,"//msg.Altura_corregida = msg.Altura_Real + parseFloat(metadata.shared_offset_altura);
//15-09-2025 se cambió la fórmula
msg.Altura_corregida = parseFloat(msg.Altitud) - parseFloat(metadata.shared_offset);
return {msg: msg, metadata: metadata, msgType: msgType};"
CE Tantahuay Alarmas,555,TbTransformMsgNode,needs_manual_review,dia,,,,,"fecha,horas",la expresión de msg.dia (tras sustituir variables locales) contiene 'new Date': 'new Date()',"msg.dia=new Date()
msg.fecha=new Date().getTime()


msg.horas=(msg.fecha-parseFloat(metadata.ts))/3600000




return {msg: msg, metadata: metadata, msgType: msgType};"
CE Tantahuay Alarmas,555,TbTransformMsgNode,needs_manual_review,fecha,,,,,"dia,horas",la expresión de msg.fecha (tras sustituir variables locales) contiene 'new Date': 'new Date().getTime()',"msg.dia=new Date()
msg.fecha=new Date().getTime()


msg.horas=(msg.fecha-parseFloat(metadata.ts))/3600000




return {msg: msg, metadata: metadata, msgType: msgType};"
CE Tantahuay Alarmas,555,TbTransformMsgNode,needs_manual_review,horas,,,,,"dia,fecha",la expresión de msg.horas (tras sustituir variables locales) contiene 'new Date': '((new Date().getTime())-parseFloat(metadata.ts))/3600000',"msg.dia=new Date()
msg.fecha=new Date().getTime()


msg.horas=(msg.fecha-parseFloat(metadata.ts))/3600000




return {msg: msg, metadata: metadata, msgType: msgType};"
CE Tantahuay Alarmas,Filtro,TbJsFilterNode,not_a_formula,,,,,,,"nodo de filtro/switch (compuerta booleana o enrutamiento), no calcula un valor de telemetría","var umbral_max_ce=parseFloat(metadata.shared_max_ce)


if(parseFloat(msg.Conductividad)>umbral_max_ce){
    return true
}
else{
    return false
}"
CE Tantahuay Alarmas,Save,TbTransformMsgNode,needs_manual_review,,,,,,,"contiene if/else o ternario -- tinyexpr no tiene control de flujo, requiere decisión manual de cómo modelarlo (o si corresponde partir en 2 fórmulas + alarma)","var max=parseFloat(metadata.shared_max_ce);


var fecha=new Date(parseFloat(metadata.ts))

if(fecha.getHours<5){fecha.getHours=fecha.getHours+12}


var dateFormat = fecha.getHours()-5 + "":"" + fecha.getMinutes();
metadata.valor1=metadata.deviceName
metadata.valor2=fecha.toLocaleDateString()
metadata.valor3=dateFormat 
metadata.valor4=msg.Conductividad.toFixed(2)

if(parseFloat(msg.Conductividad)> max){

    metadata.umbral_texto='Maximo'
    metadata.valor_umbral=max
 
    
}




return {msg: msg, metadata: metadata, msgType: msgType};"
CE Tantahuay Alarmas,date,TbJsFilterNode,not_a_formula,,,,,,,"nodo de filtro/switch (compuerta booleana o enrutamiento), no calcula un valor de telemetría","var fecha=new Date().getTime()


var horas=(fecha-parseFloat(metadata.ts))/3600000


if(horas<2){
    
    return true
}
else{
    
    return false
}"
Cadena Prueba,condicional,TbTransformMsgNode,needs_manual_review,,,,,,,no se encontró ninguna asignación msg.<campo> = <expresión> reconocible,"return {msg: msg, metadata: metadata, msgType: msgType};"
CadenaTemperatura,Proceso,TbTransformMsgNode,translated,Frecuencia,,,100,,Temp,,"var altitude=parseFloat(metadata.shared_latitude)

msg.Temp=msg.Temp+parseFloat(altitude)

msg.Frecuencia=100

return {msg: msg, metadata: metadata, msgType: msgType};"
CadenaTemperatura,Proceso,TbTransformMsgNode,translated,Temp,,shared_latitude,Temp+(shared_latitude),,Frecuencia,,"var altitude=parseFloat(metadata.shared_latitude)

msg.Temp=msg.Temp+parseFloat(altitude)

msg.Frecuencia=100

return {msg: msg, metadata: metadata, msgType: msgType};"
CasagrandeRC,Formula,TbTransformMsgNode,needs_manual_review,,,,,,,no se encontró ninguna asignación msg.<campo> = <expresión> reconocible,"var newMsg = {};
newMsg.dip = metadata.shared_bh_dip;
newMsg.water_depth_m = msg.water_depth_m;
newMsg.Piez_level = parseFloat(metadata.shared_bh_depth) - (parseFloat(msg.water_depth_m) - parseFloat(metadata.shared_bh_stick_up)) * Math.sin(newMsg.dip * Math.PI / 180);
return { msg: newMsg, metadata: metadata, msgType: msgType };"
CasagrandeRC,Manual Readings,TbTransformMsgNode,needs_manual_review,,,,,,,"contiene if/else o ternario -- tinyexpr no tiene control de flujo, requiere decisión manual de cómo modelarlo (o si corresponde partir en 2 fórmulas + alarma)","// Restricciones: 0.0 <= NF <= PI y C.I <= C.N.P <= C.S.
var newMsg = {};
var profundidad = !isNaN(parseFloat(metadata.shared_bh_depth)) && parseFloat(metadata.shared_bh_depth) !== 0 ? parseFloat(metadata.shared_bh_depth) : 'none';
var stickUp = parseFloat(metadata.shared_bh_stick_up);
var cotaSuperficie = parseFloat(metadata.shared_bh_surface_level);
newMsg.registro_agua = parseFloat(msg.registro_agua);
newMsg.CNP = cotaSuperficie - newMsg.registro_agua;
/*if (!isNaN(newMsg.NF) && isNaN(newMsg.CNP)) {
    newMsg.CNP = cotaSuperficie - newMsg.registro_agua; // Si llega NF, pero no hay lectura del CNP.
}*/
if (!isNaN(newMsg.registro_agua) && profundidad !== 'none') {
    newMsg.MCA = profundidad - newMsg.registro_agua; // Columna de agua.
} else {
    newMsg.MCA = 0;
}
return { msg: newMsg, metadata: metadata, msgType: msgType };"
CasagrandeRC,Validacion de tipo de dispositivo,TbJsFilterNode,not_a_formula,,,,,,,"nodo de filtro/switch (compuerta booleana o enrutamiento), no calcula un valor de telemetría","if (
(typeof metadata.deviceType !== 'undefined') && 
((metadata.deviceType == 'piez_level' || metadata.deviceType == 'casagrande')
))
{
return true;
} else {
return false;
}"
Celdas_Cuajone,Cuajone Linear RST,TbTransformMsgNode,needs_manual_review,,,,,,,"contiene if/else o ternario -- tinyexpr no tiene control de flujo, requiere decisión manual de cómo modelarlo (o si corresponde partir en 2 fórmulas + alarma)","var mpa_to_psi = 145.038;
var kpa_to_psi = 0.145038;
var psi_to_mca = 0.703089;
var unidad = metadata.shared_unidad; // PSI
var altitud = parseFloat(metadata.shared_altitud);
var mpa = parseFloat(msg.MPA); // En psi para celdas de asentamiento en Cuajone.
// Convertir a PSI:
if (unidad === 'KPA') {
    mpa = mpa * kpa_to_psi;
} else if (unidad === 'MPA') {
    mpa = mpa * mpa_to_psi;
}
msg.MPA = mpa;
msg.z = mpa * psi_to_mca;
//if(msg.z <0){msg.z=0}
msg.ElevacionFinal = altitud - msg.z;
msg.MCA = msg.z;
msg.ALT = msg.ElevacionFinal;
return { msg: msg, metadata: metadata, msgType: msgType };"
Celdas_Cuajone,Valida,TbJsFilterNode,not_a_formula,,,,,,,"nodo de filtro/switch (compuerta booleana o enrutamiento), no calcula un valor de telemetría","if (msg.Freq == 'NaN' || msg.oriFreq== ""NaN"" || msg.Temp== ""NaN"" || msg.oriTemp== ""NaN"" || msg.Temp== ""NAN"") {
    return false;
} else {
    return true;
}"
Centinela Camposol Alarmas,Device,TbJsFilterNode,not_a_formula,,,,,,,"nodo de filtro/switch (compuerta booleana o enrutamiento), no calcula un valor de telemetría",return metadata.deviceName == 'CS.CELDA_7CR2_VW' || metadata.deviceName == 'CS.Celda_SA-01' ;
Centinela Camposol Alarmas,Umbral Texto,TbJsFilterNode,not_a_formula,,,,,,,"nodo de filtro/switch (compuerta booleana o enrutamiento), no calcula un valor de telemetría","if(metadata.texto=='Vacio' ){
        return false
    }
    else{
        return true
    }"
Centinela Camposol Alarmas,Umbral Texto,TbJsFilterNode,not_a_formula,,,,,,,"nodo de filtro/switch (compuerta booleana o enrutamiento), no calcula un valor de telemetría","if(metadata.texto=='Vacio' ){
        return false
    }
    else{
        return true
    }"
Centinela Camposol Alarmas,Umbrales,TbTransformMsgNode,needs_manual_review,,,,,,,"contiene if/else o ternario -- tinyexpr no tiene control de flujo, requiere decisión manual de cómo modelarlo (o si corresponde partir en 2 fórmulas + alarma)","var texto='Vacio'


 
if ( (typeof msg.MCA == 'undefined') || (msg.MCA == isNaN) || (msg.MCA == 'NaN') || (msg.MCA == 'NAN') )
{
	  texto='Vacio'
}
else{
    
 
    if(parseFloat(msg.MCA) < parseFloat(metadata.ss_nivel_bajo)){
         
        texto='Alerta, se ha superado el asentamiento  '+String(metadata.ss_nivel_bajo)+' cm, para mayor detalle visite su plataforma de monitoreo Beemetry.'
         
    }

    
    if(parseFloat(msg.MCA) > parseFloat(metadata.ss_nivel_alto)){
         
         texto='Alerta, se ha superado el asentamiento '+String(metadata.ss_nivel_alto)+' cm, para mayor detalle visite su plataforma de monitoreo Beemetry.'

    }
     
     
     

}



msg.altoUmbral=parseFloat(metadata.ss_nivel_alto)
msg.bajoUmbral=parseFloat(metadata.ss_nivel_bajo)
msg.altoUmbralmax=parseFloat(metadata.ss_nivel_alto_max)
msg.bajoUmbralmax=parseFloat(metadata.ss_nivel_bajo_max)

msg.ts=metadata.ts
metadata.texto=texto
msg.texto=texto
msg.deviceName=metadata.deviceName

return {msg: msg, metadata: metadata, msgType: msgType};"
Centinela Camposol Alarmas,Umbrales Max,TbTransformMsgNode,needs_manual_review,,,,,,,"contiene if/else o ternario -- tinyexpr no tiene control de flujo, requiere decisión manual de cómo modelarlo (o si corresponde partir en 2 fórmulas + alarma)","var texto='Vacio'


 
if ( (typeof msg.MCA == 'undefined') || (msg.MCA == isNaN) || (msg.MCA == 'NaN') || (msg.MCA == 'NAN') )
{
	  texto='Vacio'
}
else{
    
 
     
     if(parseFloat(msg.MCA) < parseFloat(metadata.ss_nivel_bajo_max)){
         
         texto='Alerta, se ha superado el asentamiento minimo  '+String(metadata.ss_nivel_bajo_max)+' cm, para mayor detalle visite su plataforma de monitoreo Beemetry.'
     
      
     }
     
  
  
     if(parseFloat(msg.MCA) > parseFloat(metadata.ss_nivel_alto_max)){
         
         texto='Alerta, se ha superado el asentamiento maximo '+String(metadata.ss_nivel_alto_max)+' cm, para mayor detalle visite su plataforma de monitoreo Beemetry.'
 

     }
     
     
     

}



msg.altoUmbral=parseFloat(metadata.ss_nivel_alto)
msg.bajoUmbral=parseFloat(metadata.ss_nivel_bajo)
msg.altoUmbralmax=parseFloat(metadata.ss_nivel_alto_max)
msg.bajoUmbralmax=parseFloat(metadata.ss_nivel_bajo_max)

msg.ts=metadata.ts
metadata.texto=texto
msg.texto=texto
msg.deviceName=metadata.deviceName

return {msg: msg, metadata: metadata, msgType: msgType};"
Centinela Camposol Alarmas,date,TbJsFilterNode,not_a_formula,,,,,,,"nodo de filtro/switch (compuerta booleana o enrutamiento), no calcula un valor de telemetría","var fecha=new Date().getTime()


var horas=(fecha-parseFloat(metadata.ts))/3600000


if(horas<1){
    
    return true
}
else{
    
    return false
}"
Coimolache Correccion,Correccion,TbTransformMsgNode,needs_manual_review,,,,,,,"contiene if/else o ternario -- tinyexpr no tiene control de flujo, requiere decisión manual de cómo modelarlo (o si corresponde partir en 2 fórmulas + alarma)","msg.pH_C=msg.pH 
msg.Caudal_m3s_C=msg.Caudal_m3s
msg.Temperatura_CE_C=msg.Temperatura_CE
msg.Nivel_C=msg.Nivel
msg.Conductividad_C=msg.Conductividad
msg.Velocidad_C=msg.Velocidad
msg.Volt_CR310_C=msg.Volt_CR310
msg.Temperatura_pH_C=msg.Temperatura_pH
msg.Caudal_m3h_C=msg.Caudal_m3h
msg.Caudal_lts_C=msg.Caudal_lts
msg.ts_C=metadata.ts

if (parseFloat(msg.Nivel)<=0.01){
    msg.senal_nivel='Cero'
    msg.pH_C='undefined' 
msg.Caudal_m3s_C='undefined'
msg.Temperatura_CE_C='undefined'
msg.Nivel_C='undefined'
msg.Conductividad_C='undefined'
msg.pH_C='undefined'
msg.Velocidad_C='undefined'
msg.Volt_CR310_C='undefined'
msg.Temperatura_pH_C='undefined'
msg.Caudal_m3h_C='undefined'
msg.Caudal_lts_C='undefined'
msg.Caudal_lts_C='undefined'
msg.ts_C='undefined'
}

return {msg: msg, metadata: metadata, msgType: msgType};"
Comentario,Comentario,TbTransformMsgNode,needs_manual_review,,,,,,,no se encontró ninguna asignación msg.<campo> = <expresión> reconocible,"return {msg: msg, metadata: metadata, msgType: msgType};"
Empresa Alarmas,Buenaventura,TbJsFilterNode,not_a_formula,,,,,,,"nodo de filtro/switch (compuerta booleana o enrutamiento), no calcula un valor de telemetría","msg.empresa=metadata.deviceName.substr(0,2);

if(msg.empresa=='BR'){
    return true
}
else{
    return false
}"
Empresa Alarmas,Camposol,TbJsFilterNode,not_a_formula,,,,,,,"nodo de filtro/switch (compuerta booleana o enrutamiento), no calcula un valor de telemetría","msg.empresa=metadata.deviceName.substr(0,2);

if(msg.empresa=='CS'){
    return true
}
else{
    return false
}"
Empresa Alarmas,El Toro,TbJsFilterNode,not_a_formula,,,,,,,"nodo de filtro/switch (compuerta booleana o enrutamiento), no calcula un valor de telemetría","msg.empresa=metadata.deviceName.substr(0,2);

if(msg.empresa=='ET'){
    return true
}
else{
    return false
}"
Empresa Alarmas,G.P Coricancha,TbJsFilterNode,not_a_formula,,,,,,,"nodo de filtro/switch (compuerta booleana o enrutamiento), no calcula un valor de telemetría","msg.empresa=metadata.deviceName.substr(0,2);

if(msg.empresa=='GP'){
    return true
}
else{
    return false
}"
Empresa Alarmas,GoldFields,TbJsFilterNode,not_a_formula,,,,,,,"nodo de filtro/switch (compuerta booleana o enrutamiento), no calcula un valor de telemetría","msg.empresa=metadata.deviceName.substr(0,2);

if(msg.empresa=='GF'){
    return true
}
else{
    return false
}"
Empresa Alarmas,Huaron,TbJsFilterNode,not_a_formula,,,,,,,"nodo de filtro/switch (compuerta booleana o enrutamiento), no calcula un valor de telemetría","msg.empresa=metadata.deviceName.substr(0,2);

if(msg.empresa=='HU'){
    return true
}
else{
    return false
}"
Empresa Alarmas,Kolpa,TbJsFilterNode,not_a_formula,,,,,,,"nodo de filtro/switch (compuerta booleana o enrutamiento), no calcula un valor de telemetría","msg.empresa=metadata.deviceName.substr(0,2);

if(msg.empresa=='KO'){
    return true
}
else{
    return false
}"
Empresa Alarmas,Metro_lima,TbJsFilterNode,not_a_formula,,,,,,,"nodo de filtro/switch (compuerta booleana o enrutamiento), no calcula un valor de telemetría","msg.empresa=metadata.deviceName.substr(0,2);

if(msg.empresa=='ML'){
    return true
}
else{
    return false
}"
Empresa Alarmas,Minsur,TbJsFilterNode,not_a_formula,,,,,,,"nodo de filtro/switch (compuerta booleana o enrutamiento), no calcula un valor de telemetría","msg.empresa=metadata.deviceName.substr(0,2);

if(msg.empresa=='MS'){
    return true
}
else{
    return false
}"
Empresa Alarmas,Pucamarca,TbJsFilterNode,not_a_formula,,,,,,,"nodo de filtro/switch (compuerta booleana o enrutamiento), no calcula un valor de telemetría","msg.empresa=metadata.deviceName.substr(0,2);

if(msg.empresa=='PU'){
    return true
}
else{
    return false
}"
Empresa Alarmas,Quebrada Honda,TbJsFilterNode,not_a_formula,,,,,,,"nodo de filtro/switch (compuerta booleana o enrutamiento), no calcula un valor de telemetría","msg.empresa=metadata.deviceName.substr(0,2);

if(msg.empresa=='ST'){
    return true
}
else{
    return false
}"
Empresa Alarmas,Raura,TbJsFilterNode,not_a_formula,,,,,,,"nodo de filtro/switch (compuerta booleana o enrutamiento), no calcula un valor de telemetría","msg.empresa=metadata.deviceName.substr(0,2);

if(msg.empresa=='RA'){
    return true
}
else{
    return false
}"
