Task Name,Task Description,Folder Name,List Name,Status,Priority,Start Date,Due Date,Tags,Time Estimate,Task ID,Recurso,Release,Depends On,Complejidad,Riesgo,Stream,Ambiente,Sprint,Mes Calendario,Carga Mes Porcentaje,Tipo Metodologia,Secuencia Import
BACKEND 1 — DBA / Arq. Datos y Core — Carga Agosto 2026 (92.5%),"PANEL DE CAPACIDAD MENSUAL
Recurso: BACKEND 1 — DBA / Arq. Datos y Core
Mes: Agosto 2026
Horas planificadas: 157.3h de 170.0h disponibles (neto feriados Peru, 8.5h/dia)
Carga: 92.5% — Estado: OPTIMO
Meta del proyecto: 90%+ promedio en 6 meses

Esta tarea es un indicador para dashboard ClickUp. No requiere ejecucion tecnica: consolida la suma de horas de todas las tareas asignadas a BACKEND 1 — DBA / Arq. Datos y Core en Agosto.",Etapa 1 - Plataforma Reportabilidad,Capacidad_Recursos,Backlog,Normal,2026-08-03,2026-08-31,"GESTION_PROYECTO,CAPACIDAD",157,CAP-BE1-M08,BACKEND 1 — DBA / Arq. Datos y Core,R1,,Baja,Bajo,Backend Core,Desarrollo,S5-S7,Agosto,92.5,PMO — Capacidad,44
BACKEND 1 — DBA / Arq. Datos y Core — Carga Septiembre 2026 (90.0%),"PANEL DE CAPACIDAD MENSUAL
Recurso: BACKEND 1 — DBA / Arq. Datos y Core
Mes: Septiembre 2026
Horas planificadas: 168.3h de 187.0h disponibles (neto feriados Peru, 8.5h/dia)
Carga: 90.0% — Estado: OPTIMO
Meta del proyecto: 90%+ promedio en 6 meses

Esta tarea es un indicador para dashboard ClickUp. No requiere ejecucion tecnica: consolida la suma de horas de todas las tareas asignadas a BACKEND 1 — DBA / Arq. Datos y Core en Septiembre.",Etapa 1 - Plataforma Reportabilidad,Capacidad_Recursos,Backlog,Normal,2026-09-01,2026-09-30,"GESTION_PROYECTO,CAPACIDAD",168,CAP-BE1-M09,BACKEND 1 — DBA / Arq. Datos y Core,R1,,Baja,Bajo,Backend Core,Desarrollo,S7-S9,Septiembre,90,PMO — Capacidad,45
BACKEND 1 — DBA / Arq. Datos y Core — Carga Octubre 2026 (90.0%),"PANEL DE CAPACIDAD MENSUAL
Recurso: BACKEND 1 — DBA / Arq. Datos y Core
Mes: Octubre 2026
Horas planificadas: 160.7h de 178.5h disponibles (neto feriados Peru, 8.5h/dia)
Carga: 90.0% — Estado: OPTIMO
Meta del proyecto: 90%+ promedio en 6 meses

Esta tarea es un indicador para dashboard ClickUp. No requiere ejecucion tecnica: consolida la suma de horas de todas las tareas asignadas a BACKEND 1 — DBA / Arq. Datos y Core en Octubre.",Etapa 1 - Plataforma Reportabilidad,Capacidad_Recursos,Backlog,Normal,2026-10-01,2026-11-02,"GESTION_PROYECTO,CAPACIDAD",160,CAP-BE1-M10,BACKEND 1 — DBA / Arq. Datos y Core,R1,,Baja,Bajo,Backend Core,Desarrollo,S9-S12,Octubre,90,PMO — Capacidad,46
BACKEND 1 — DBA / Arq. Datos y Core — Carga Noviembre 2026 (90.0%),"PANEL DE CAPACIDAD MENSUAL
Recurso: BACKEND 1 — DBA / Arq. Datos y Core
Mes: Noviembre 2026
Horas planificadas: 160.7h de 178.5h disponibles (neto feriados Peru, 8.5h/dia)
Carga: 90.0% — Estado: OPTIMO
Meta del proyecto: 90%+ promedio en 6 meses

Esta tarea es un indicador para dashboard ClickUp. No requiere ejecucion tecnica: consolida la suma de horas de todas las tareas asignadas a BACKEND 1 — DBA / Arq. Datos y Core en Noviembre.",Etapa 1 - Plataforma Reportabilidad,Capacidad_Recursos,Backlog,Normal,2026-11-02,2026-11-30,"GESTION_PROYECTO,CAPACIDAD",160,CAP-BE1-M11,BACKEND 1 — DBA / Arq. Datos y Core,R1,,Baja,Bajo,Backend Core,Desarrollo,S12-S13,Noviembre,90,PMO — Capacidad,47
BACKEND 2 — Ciberseguridad Backend (JWT/RBAC/OWASP) — Carga Junio 2026 (90.1%),"PANEL DE CAPACIDAD MENSUAL
Recurso: BACKEND 2 — Ciberseguridad Backend (JWT/RBAC/OWASP)
Mes: Junio 2026
Horas planificadas: 160.9h de 178.5h disponibles (neto feriados Peru, 8.5h/dia)
Carga: 90.1% — Estado: OPTIMO
Meta del proyecto: 90%+ promedio en 6 meses

Esta tarea es un indicador para dashboard ClickUp. No requiere ejecucion tecnica: consolida la suma de horas de todas las tareas asignadas a BACKEND 2 — Ciberseguridad Backend (JWT/RBAC/OWASP) en Junio.",Etapa 1 - Plataforma Reportabilidad,Capacidad_Recursos,Backlog,Normal,2026-06-01,2026-06-30,"GESTION_PROYECTO,CAPACIDAD",160,CAP-BE2-M06,BACKEND 2 — Ciberseguridad Backend (JWT/RBAC/OWASP),R1,,Baja,Bajo,Ciberseguridad Backend,Desarrollo,S1-S3,Junio,90.1,PMO — Capacidad,48
BACKEND 2 — Ciberseguridad Backend (JWT/RBAC/OWASP) — Carga Julio 2026 (90.0%),"PANEL DE CAPACIDAD MENSUAL
Recurso: BACKEND 2 — Ciberseguridad Backend (JWT/RBAC/OWASP)
Mes: Julio 2026
Horas planificadas: 153.0h de 170.0h disponibles (neto feriados Peru, 8.5h/dia)
Carga: 90.0% — Estado: OPTIMO
Meta del proyecto: 90%+ promedio en 6 meses

Esta tarea es un indicador para dashboard ClickUp. No requiere ejecucion tecnica: consolida la suma de horas de todas las tareas asignadas a BACKEND 2 — Ciberseguridad Backend (JWT/RBAC/OWASP) en Julio.",Etapa 1 - Plataforma Reportabilidad,Capacidad_Recursos,Backlog,Normal,2026-07-01,2026-07-31,"GESTION_PROYECTO,CAPACIDAD",153,CAP-BE2-M07,BACKEND 2 — Ciberseguridad Backend (JWT/RBAC/OWASP),R1,,Baja,Bajo,Ciberseguridad Backend,Desarrollo,S3-S5,Julio,90,PMO — Capacidad,49
BACKEND 2 — Ciberseguridad Backend (JWT/RBAC/OWASP) — Carga Agosto 2026 (90.0%),"PANEL DE CAPACIDAD MENSUAL
Recurso: BACKEND 2 — Ciberseguridad Backend (JWT/RBAC/OWASP)
Mes: Agosto 2026
Horas planificadas: 153.0h de 170.0h disponibles (neto feriados Peru, 8.5h/dia)
Carga: 90.0% — Estado: OPTIMO
Meta del proyecto: 90%+ promedio en 6 meses

Esta tarea es un indicador para dashboard ClickUp. No requiere ejecucion tecnica: consolida la suma de horas de todas las tareas asignadas a BACKEND 2 — Ciberseguridad Backend (JWT/RBAC/OWASP) en Agosto.",Etapa 1 - Plataforma Reportabilidad,Capacidad_Recursos,Backlog,Normal,2026-08-03,2026-08-31,"GESTION_PROYECTO,CAPACIDAD",153,CAP-BE2-M08,BACKEND 2 — Ciberseguridad Backend (JWT/RBAC/OWASP),R1,,Baja,Bajo,Ciberseguridad Backend,Desarrollo,S5-S7,Agosto,90,PMO — Capacidad,50
BACKEND 2 — Ciberseguridad Backend (JWT/RBAC/OWASP) — Carga Septiembre 2026 (90.0%),"PANEL DE CAPACIDAD MENSUAL
Recurso: BACKEND 2 — Ciberseguridad Backend (JWT/RBAC/OWASP)
Mes: Septiembre 2026
Horas planificadas: 168.3h de 187.0h disponibles (neto feriados Peru, 8.5h/dia)
Carga: 90.0% — Estado: OPTIMO
Meta del proyecto: 90%+ promedio en 6 meses

Esta tarea es un indicador para dashboard ClickUp. No requiere ejecucion tecnica: consolida la suma de horas de todas las tareas asignadas a BACKEND 2 — Ciberseguridad Backend (JWT/RBAC/OWASP) en Septiembre.",Etapa 1 - Plataforma Reportabilidad,Capacidad_Recursos,Backlog,Normal,2026-09-01,2026-09-30,"GESTION_PROYECTO,CAPACIDAD",168,CAP-BE2-M09,BACKEND 2 — Ciberseguridad Backend (JWT/RBAC/OWASP),R1,,Baja,Bajo,Ciberseguridad Backend,Desarrollo,S7-S9,Septiembre,90,PMO — Capacidad,51
BACKEND 2 — Ciberseguridad Backend (JWT/RBAC/OWASP) — Carga Octubre 2026 (97.6%),"PANEL DE CAPACIDAD MENSUAL
Recurso: BACKEND 2 — Ciberseguridad Backend (JWT/RBAC/OWASP)
Mes: Octubre 2026
Horas planificadas: 174.3h de 178.5h disponibles (neto feriados Peru, 8.5h/dia)
Carga: 97.6% — Estado: OPTIMO
Meta del proyecto: 90%+ promedio en 6 meses

Esta tarea es un indicador para dashboard ClickUp. No requiere ejecucion tecnica: consolida la suma de horas de todas las tareas asignadas a BACKEND 2 — Ciberseguridad Backend (JWT/RBAC/OWASP) en Octubre.",Etapa 1 - Plataforma Reportabilidad,Capacidad_Recursos,Backlog,Normal,2026-10-01,2026-11-02,"GESTION_PROYECTO,CAPACIDAD",174,CAP-BE2-M10,BACKEND 2 — Ciberseguridad Backend (JWT/RBAC/OWASP),R1,,Baja,Bajo,Ciberseguridad Backend,Desarrollo,S9-S12,Octubre,97.7,PMO — Capacidad,52
BACKEND 2 — Ciberseguridad Backend (JWT/RBAC/OWASP) — Carga Noviembre 2026 (90.0%),"PANEL DE CAPACIDAD MENSUAL
Recurso: BACKEND 2 — Ciberseguridad Backend (JWT/RBAC/OWASP)
Mes: Noviembre 2026
Horas planificadas: 160.7h de 178.5h disponibles (neto feriados Peru, 8.5h/dia)
Carga: 90.0% — Estado: OPTIMO
Meta del proyecto: 90%+ promedio en 6 meses

Esta tarea es un indicador para dashboard ClickUp. No requiere ejecucion tecnica: consolida la suma de horas de todas las tareas asignadas a BACKEND 2 — Ciberseguridad Backend (JWT/RBAC/OWASP) en Noviembre.",Etapa 1 - Plataforma Reportabilidad,Capacidad_Recursos,Backlog,Normal,2026-11-02,2026-11-30,"GESTION_PROYECTO,CAPACIDAD",160,CAP-BE2-M11,BACKEND 2 — Ciberseguridad Backend (JWT/RBAC/OWASP),R1,,Baja,Bajo,Ciberseguridad Backend,Desarrollo,S12-S13,Noviembre,90,PMO — Capacidad,53
BACKEND 3 — Integraciones — Carga Junio 2026 (90.0%),"PANEL DE CAPACIDAD MENSUAL
Recurso: BACKEND 3 — Integraciones
Mes: Junio 2026
Horas planificadas: 160.7h de 178.5h disponibles (neto feriados Peru, 8.5h/dia)
Carga: 90.0% — Estado: OPTIMO
Meta del proyecto: 90%+ promedio en 6 meses

Esta tarea es un indicador para dashboard ClickUp. No requiere ejecucion tecnica: consolida la suma de horas de todas las tareas asignadas a BACKEND 3 — Integraciones en Junio.",Etapa 1 - Plataforma Reportabilidad,Capacidad_Recursos,Backlog,Normal,2026-06-01,2026-06-30,"GESTION_PROYECTO,CAPACIDAD",160,CAP-BE3-M06,BACKEND 3 — Integraciones,R1,,Baja,Bajo,Integraciones,Desarrollo,S1-S3,Junio,90,PMO — Capacidad,54
BACKEND 3 — Integraciones — Carga Julio 2026 (90.1%),"PANEL DE CAPACIDAD MENSUAL
Recurso: BACKEND 3 — Integraciones
Mes: Julio 2026
Horas planificadas: 153.2h de 170.0h disponibles (neto feriados Peru, 8.5h/dia)
Carga: 90.1% — Estado: OPTIMO
Meta del proyecto: 90%+ promedio en 6 meses

Esta tarea es un indicador para dashboard ClickUp. No requiere ejecucion tecnica: consolida la suma de horas de todas las tareas asignadas a BACKEND 3 — Integraciones en Julio.",Etapa 1 - Plataforma Reportabilidad,Capacidad_Recursos,Backlog,Normal,2026-07-01,2026-07-31,"GESTION_PROYECTO,CAPACIDAD",153,CAP-BE3-M07,BACKEND 3 — Integraciones,R1,,Baja,Bajo,Integraciones,Desarrollo,S3-S5,Julio,90.1,PMO — Capacidad,55
BACKEND 3 — Integraciones — Carga Agosto 2026 (90.0%),"PANEL DE CAPACIDAD MENSUAL
Recurso: BACKEND 3 — Integraciones
Mes: Agosto 2026
Horas planificadas: 153.0h de 170.0h disponibles (neto feriados Peru, 8.5h/dia)
Carga: 90.0% — Estado: OPTIMO
Meta del proyecto: 90%+ promedio en 6 meses

Esta tarea es un indicador para dashboard ClickUp. No requiere ejecucion tecnica: consolida la suma de horas de todas las tareas asignadas a BACKEND 3 — Integraciones en Agosto.",Etapa 1 - Plataforma Reportabilidad,Capacidad_Recursos,Backlog,Normal,2026-08-03,2026-08-31,"GESTION_PROYECTO,CAPACIDAD",153,CAP-BE3-M08,BACKEND 3 — Integraciones,R1,,Baja,Bajo,Integraciones,Desarrollo,S5-S7,Agosto,90,PMO — Capacidad,56
BACKEND 3 — Integraciones — Carga Septiembre 2026 (97.8%),"PANEL DE CAPACIDAD MENSUAL
Recurso: BACKEND 3 — Integraciones
Mes: Septiembre 2026
Horas planificadas: 182.8h de 187.0h disponibles (neto feriados Peru, 8.5h/dia)
Carga: 97.8% — Estado: OPTIMO
Meta del proyecto: 90%+ promedio en 6 meses

Esta tarea es un indicador para dashboard ClickUp. No requiere ejecucion tecnica: consolida la suma de horas de todas las tareas asignadas a BACKEND 3 — Integraciones en Septiembre.",Etapa 1 - Plataforma Reportabilidad,Capacidad_Recursos,Backlog,Normal,2026-09-01,2026-09-30,"GESTION_PROYECTO,CAPACIDAD",182,CAP-BE3-M09,BACKEND 3 — Integraciones,R1,,Baja,Bajo,Integraciones,Desarrollo,S7-S9,Septiembre,97.8,PMO — Capacidad,57
BACKEND 3 — Integraciones — Carga Octubre 2026 (94.5%),"PANEL DE CAPACIDAD MENSUAL
Recurso: BACKEND 3 — Integraciones
Mes: Octubre 2026
Horas planificadas: 168.7h de 178.5h disponibles (neto feriados Peru, 8.5h/dia)
Carga: 94.5% — Estado: OPTIMO
Meta del proyecto: 90%+ promedio en 6 meses

Esta tarea es un indicador para dashboard ClickUp. No requiere ejecucion tecnica: consolida la suma de horas de todas las tareas asignadas a BACKEND 3 — Integraciones en Octubre.",Etapa 1 - Plataforma Reportabilidad,Capacidad_Recursos,Backlog,Normal,2026-10-01,2026-11-02,"GESTION_PROYECTO,CAPACIDAD",168,CAP-BE3-M10,BACKEND 3 — Integraciones,R1,,Baja,Bajo,Integraciones,Desarrollo,S9-S12,Octubre,94.5,PMO — Capacidad,58
BACKEND 3 — Integraciones — Carga Noviembre 2026 (95.0%),"PANEL DE CAPACIDAD MENSUAL
Recurso: BACKEND 3 — Integraciones
Mes: Noviembre 2026
Horas planificadas: 169.5h de 178.5h disponibles (neto feriados Peru, 8.5h/dia)
Carga: 95.0% — Estado: OPTIMO
Meta del proyecto: 90%+ promedio en 6 meses

Esta tarea es un indicador para dashboard ClickUp. No requiere ejecucion tecnica: consolida la suma de horas de todas las tareas asignadas a BACKEND 3 — Integraciones en Noviembre.",Etapa 1 - Plataforma Reportabilidad,Capacidad_Recursos,Backlog,Normal,2026-11-02,2026-11-30,"GESTION_PROYECTO,CAPACIDAD",169,CAP-BE3-M11,BACKEND 3 — Integraciones,R1,,Baja,Bajo,Integraciones,Desarrollo,S12-S13,Noviembre,95,PMO — Capacidad,59
FRONTEND 1 — Interfaces (mes 1 al 6) — Carga Junio 2026 (90.9%),"PANEL DE CAPACIDAD MENSUAL
Recurso: FRONTEND 1 — Interfaces (mes 1 al 6)
Mes: Junio 2026
Horas planificadas: 162.3h de 178.5h disponibles (neto feriados Peru, 8.5h/dia)
Carga: 90.9% — Estado: OPTIMO
Meta del proyecto: 90%+ promedio en 6 meses

Esta tarea es un indicador para dashboard ClickUp. No requiere ejecucion tecnica: consolida la suma de horas de todas las tareas asignadas a FRONTEND 1 — Interfaces (mes 1 al 6) en Junio.",Etapa 1 - Plataforma Reportabilidad,Capacidad_Recursos,Backlog,Normal,2026-06-01,2026-06-30,"GESTION_PROYECTO,CAPACIDAD",162,CAP-FE1-M06,FRONTEND 1 — Interfaces (mes 1 al 6),R1,,Baja,Bajo,Frontend Principal,Desarrollo,S1-S3,Junio,90.9,PMO — Capacidad,60
FRONTEND 1 — Interfaces (mes 1 al 6) — Carga Julio 2026 (95.9%),"PANEL DE CAPACIDAD MENSUAL
Recurso: FRONTEND 1 — Interfaces (mes 1 al 6)
Mes: Julio 2026
Horas planificadas: 163.0h de 170.0h disponibles (neto feriados Peru, 8.5h/dia)
Carga: 95.9% — Estado: OPTIMO
Meta del proyecto: 90%+ promedio en 6 meses

Esta tarea es un indicador para dashboard ClickUp. No requiere ejecucion tecnica: consolida la suma de horas de todas las tareas asignadas a FRONTEND 1 — Interfaces (mes 1 al 6) en Julio.",Etapa 1 - Plataforma Reportabilidad,Capacidad_Recursos,Backlog,Normal,2026-07-01,2026-07-31,"GESTION_PROYECTO,CAPACIDAD",163,CAP-FE1-M07,FRONTEND 1 — Interfaces (mes 1 al 6),R1,,Baja,Bajo,Frontend Principal,Desarrollo,S3-S5,Julio,95.9,PMO — Capacidad,61
FRONTEND 1 — Interfaces (mes 1 al 6) — Carga Agosto 2026 (99.7%),"PANEL DE CAPACIDAD MENSUAL
Recurso: FRONTEND 1 — Interfaces (mes 1 al 6)
Mes: Agosto 2026
Horas planificadas: 169.5h de 170.0h disponibles (neto feriados Peru, 8.5h/dia)
Carga: 99.7% — Estado: OPTIMO
Meta del proyecto: 90%+ promedio en 6 meses

Esta tarea es un indicador para dashboard ClickUp. No requiere ejecucion tecnica: consolida la suma de horas de todas las tareas asignadas a FRONTEND 1 — Interfaces (mes 1 al 6) en Agosto.",Etapa 1 - Plataforma Reportabilidad,Capacidad_Recursos,Backlog,Normal,2026-08-03,2026-08-31,"GESTION_PROYECTO,CAPACIDAD",169,CAP-FE1-M08,FRONTEND 1 — Interfaces (mes 1 al 6),R1,,Baja,Bajo,Frontend Principal,Desarrollo,S5-S7,Agosto,99.7,PMO — Capacidad,62
FRONTEND 1 — Interfaces (mes 1 al 6) — Carga Septiembre 2026 (100.0%),"PANEL DE CAPACIDAD MENSUAL
Recurso: FRONTEND 1 — Interfaces (mes 1 al 6)
Mes: Septiembre 2026
Horas planificadas: 187.0h de 187.0h disponibles (neto feriados Peru, 8.5h/dia)
Carga: 100.0% — Estado: OPTIMO
Meta del proyecto: 90%+ promedio en 6 meses

Esta tarea es un indicador para dashboard ClickUp. No requiere ejecucion tecnica: consolida la suma de horas de todas las tareas asignadas a FRONTEND 1 — Interfaces (mes 1 al 6) en Septiembre.",Etapa 1 - Plataforma Reportabilidad,Capacidad_Recursos,Backlog,Normal,2026-09-01,2026-09-30,"GESTION_PROYECTO,CAPACIDAD",187,CAP-FE1-M09,FRONTEND 1 — Interfaces (mes 1 al 6),R1,,Baja,Bajo,Frontend Principal,Desarrollo,S7-S9,Septiembre,100,PMO — Capacidad,63
FRONTEND 1 — Interfaces (mes 1 al 6) — Carga Octubre 2026 (100.0%),"PANEL DE CAPACIDAD MENSUAL
Recurso: FRONTEND 1 — Interfaces (mes 1 al 6)
Mes: Octubre 2026
Horas planificadas: 178.5h de 178.5h disponibles (neto feriados Peru, 8.5h/dia)
Carga: 100.0% — Estado: OPTIMO
Meta del proyecto: 90%+ promedio en 6 meses

Esta tarea es un indicador para dashboard ClickUp. No requiere ejecucion tecnica: consolida la suma de horas de todas las tareas asignadas a FRONTEND 1 — Interfaces (mes 1 al 6) en Octubre.",Etapa 1 - Plataforma Reportabilidad,Capacidad_Recursos,Backlog,Normal,2026-10-01,2026-11-02,"GESTION_PROYECTO,CAPACIDAD",178,CAP-FE1-M10,FRONTEND 1 — Interfaces (mes 1 al 6),R1,,Baja,Bajo,Frontend Principal,Desarrollo,S9-S12,Octubre,100,PMO — Capacidad,64
FRONTEND 1 — Interfaces (mes 1 al 6) — Carga Noviembre 2026 (93.2%),"PANEL DE CAPACIDAD MENSUAL
Recurso: FRONTEND 1 — Interfaces (mes 1 al 6)
Mes: Noviembre 2026
Horas planificadas: 166.3h de 178.5h disponibles (neto feriados Peru, 8.5h/dia)
Carga: 93.2% — Estado: OPTIMO
Meta del proyecto: 90%+ promedio en 6 meses

Esta tarea es un indicador para dashboard ClickUp. No requiere ejecucion tecnica: consolida la suma de horas de todas las tareas asignadas a FRONTEND 1 — Interfaces (mes 1 al 6) en Noviembre.",Etapa 1 - Plataforma Reportabilidad,Capacidad_Recursos,Backlog,Normal,2026-11-02,2026-11-30,"GESTION_PROYECTO,CAPACIDAD",166,CAP-FE1-M11,FRONTEND 1 — Interfaces (mes 1 al 6),R1,,Baja,Bajo,Frontend Principal,Desarrollo,S12-S13,Noviembre,93.2,PMO — Capacidad,65
FRONTEND 2 — UX y Soporte (desde mes 2) — Carga Junio 2026 (0.0%),"PANEL DE CAPACIDAD MENSUAL
Recurso: FRONTEND 2 — UX y Soporte (desde mes 2)
Mes: Junio 2026
Horas planificadas: 0.0h de 178.5h disponibles (neto feriados Peru, 8.5h/dia)
Carga: 0.0% — Estado: BAJO
Meta del proyecto: 90%+ promedio en 6 meses

Esta tarea es un indicador para dashboard ClickUp. No requiere ejecucion tecnica: consolida la suma de horas de todas las tareas asignadas a FRONTEND 2 — UX y Soporte (desde mes 2) en Junio.",Etapa 1 - Plataforma Reportabilidad,Capacidad_Recursos,Backlog,Normal,2026-06-01,2026-06-30,"GESTION_PROYECTO,CAPACIDAD",1,CAP-FE2-M06,FRONTEND 2 — UX y Soporte (desde mes 2),R1,,Baja,Bajo,UX y Soporte,Desarrollo,S1-S3,Junio,0,PMO — Capacidad,66
FRONTEND 2 — UX y Soporte (desde mes 2) — Carga Julio 2026 (98.8%),"PANEL DE CAPACIDAD MENSUAL
Recurso: FRONTEND 2 — UX y Soporte (desde mes 2)
Mes: Julio 2026
Horas planificadas: 168.0h de 170.0h disponibles (neto feriados Peru, 8.5h/dia)
Carga: 98.8% — Estado: OPTIMO
Meta del proyecto: 90%+ promedio en 6 meses

Esta tarea es un indicador para dashboard ClickUp. No requiere ejecucion tecnica: consolida la suma de horas de todas las tareas asignadas a FRONTEND 2 — UX y Soporte (desde mes 2) en Julio.",Etapa 1 - Plataforma Reportabilidad,Capacidad_Recursos,Backlog,Normal,2026-07-01,2026-07-31,"GESTION_PROYECTO,CAPACIDAD",168,CAP-FE2-M07,FRONTEND 2 — UX y Soporte (desde mes 2),R1,,Baja,Bajo,UX y Soporte,Desarrollo,S3-S5,Julio,98.8,PMO — Capacidad,67
FRONTEND 2 — UX y Soporte (desde mes 2) — Carga Agosto 2026 (90.8%),"PANEL DE CAPACIDAD MENSUAL
Recurso: FRONTEND 2 — UX y Soporte (desde mes 2)
Mes: Agosto 2026
Horas planificadas: 154.4h de 170.0h disponibles (neto feriados Peru, 8.5h/dia)
Carga: 90.8% — Estado: OPTIMO
Meta del proyecto: 90%+ promedio en 6 meses

Esta tarea es un indicador para dashboard ClickUp. No requiere ejecucion tecnica: consolida la suma de horas de todas las tareas asignadas a FRONTEND 2 — UX y Soporte (desde mes 2) en Agosto.",Etapa 1 - Plataforma Reportabilidad,Capacidad_Recursos,Backlog,Normal,2026-08-03,2026-08-31,"GESTION_PROYECTO,CAPACIDAD",154,CAP-FE2-M08,FRONTEND 2 — UX y Soporte (desde mes 2),R1,,Baja,Bajo,UX y Soporte,Desarrollo,S5-S7,Agosto,90.8,PMO — Capacidad,68
FRONTEND 2 — UX y Soporte (desde mes 2) — Carga Septiembre 2026 (90.0%),"PANEL DE CAPACIDAD MENSUAL
Recurso: FRONTEND 2 — UX y Soporte (desde mes 2)
Mes: Septiembre 2026
Horas planificadas: 168.3h de 187.0h disponibles (neto feriados Peru, 8.5h/dia)
Carga: 90.0% — Estado: OPTIMO
Meta del proyecto: 90%+ promedio en 6 meses

Esta tarea es un indicador para dashboard ClickUp. No requiere ejecucion tecnica: consolida la suma de horas de todas las tareas asignadas a FRONTEND 2 — UX y Soporte (desde mes 2) en Septiembre.",Etapa 1 - Plataforma Reportabilidad,Capacidad_Recursos,Backlog,Normal,2026-09-01,2026-09-30,"GESTION_PROYECTO,CAPACIDAD",168,CAP-FE2-M09,FRONTEND 2 — UX y Soporte (desde mes 2),R1,,Baja,Bajo,UX y Soporte,Desarrollo,S7-S9,Septiembre,90,PMO — Capacidad,69
