Task Name,Task Description,List Name,Status,Priority,Start Date,Due Date,Tags,Time Estimate,Task ID,Recurso,Release,Depends On,Complejidad,Riesgo,Stream,Ambiente,Sprint,Mes Calendario,Carga Mes Porcentaje,Tipo Metodologia
BACKEND 1 — DBA / Arq. Datos y Core — Carga Octubre 2026 (90.2%),"PANEL DE CAPACIDAD MENSUAL
Recurso: BACKEND 1 — DBA / Arq. Datos y Core
Mes: Octubre 2026
Horas planificadas: 161.0h de 178.5h disponibles (neto feriados Peru, 8.5h/dia)
Carga: 90.2% — Estado: OPTIMO
Meta del proyecto: 90%+ promedio en 6 meses

Esta tarea es un indicador para dashboard ClickUp. No requiere ejecucion tecnica: consolida la suma de horas de todas las tareas asignadas a BACKEND 1 — DBA / Arq. Datos y Core en Octubre.",Capacidad_Recursos,Backlog,Normal,2026-10-01,2026-11-02,"GESTION_PROYECTO,CAPACIDAD",161,CAP-BE1-M10,BACKEND 1 — DBA / Arq. Datos y Core,R1,,Baja,Bajo,Backend Core,Desarrollo,S9-S12,Octubre,90.2,PMO — Capacidad
BACKEND 1 — DBA / Arq. Datos y Core — Carga Noviembre 2026 (90.0%),"PANEL DE CAPACIDAD MENSUAL
Recurso: BACKEND 1 — DBA / Arq. Datos y Core
Mes: Noviembre 2026
Horas planificadas: 160.7h de 178.5h disponibles (neto feriados Peru, 8.5h/dia)
Carga: 90.0% — Estado: OPTIMO
Meta del proyecto: 90%+ promedio en 6 meses

Esta tarea es un indicador para dashboard ClickUp. No requiere ejecucion tecnica: consolida la suma de horas de todas las tareas asignadas a BACKEND 1 — DBA / Arq. Datos y Core en Noviembre.",Capacidad_Recursos,Backlog,Normal,2026-11-02,2026-11-30,"GESTION_PROYECTO,CAPACIDAD",160,CAP-BE1-M11,BACKEND 1 — DBA / Arq. Datos y Core,R1,,Baja,Bajo,Backend Core,Desarrollo,S12-S13,Noviembre,90.0,PMO — Capacidad
BACKEND 2 — Ciberseguridad Backend (JWT/RBAC/OWASP) — Carga Junio 2026 (90.0%),"PANEL DE CAPACIDAD MENSUAL
Recurso: BACKEND 2 — Ciberseguridad Backend (JWT/RBAC/OWASP)
Mes: Junio 2026
Horas planificadas: 160.7h de 178.5h disponibles (neto feriados Peru, 8.5h/dia)
Carga: 90.0% — Estado: OPTIMO
Meta del proyecto: 90%+ promedio en 6 meses

Esta tarea es un indicador para dashboard ClickUp. No requiere ejecucion tecnica: consolida la suma de horas de todas las tareas asignadas a BACKEND 2 — Ciberseguridad Backend (JWT/RBAC/OWASP) en Junio.",Capacidad_Recursos,Backlog,Normal,2026-06-01,2026-06-30,"GESTION_PROYECTO,CAPACIDAD",160,CAP-BE2-M06,BACKEND 2 — Ciberseguridad Backend (JWT/RBAC/OWASP),R1,,Baja,Bajo,Ciberseguridad Backend,Desarrollo,S1-S3,Junio,90.0,PMO — Capacidad
BACKEND 2 — Ciberseguridad Backend (JWT/RBAC/OWASP) — Carga Julio 2026 (90.0%),"PANEL DE CAPACIDAD MENSUAL
Recurso: BACKEND 2 — Ciberseguridad Backend (JWT/RBAC/OWASP)
Mes: Julio 2026
Horas planificadas: 153.0h de 170.0h disponibles (neto feriados Peru, 8.5h/dia)
Carga: 90.0% — Estado: OPTIMO
Meta del proyecto: 90%+ promedio en 6 meses

Esta tarea es un indicador para dashboard ClickUp. No requiere ejecucion tecnica: consolida la suma de horas de todas las tareas asignadas a BACKEND 2 — Ciberseguridad Backend (JWT/RBAC/OWASP) en Julio.",Capacidad_Recursos,Backlog,Normal,2026-07-01,2026-07-31,"GESTION_PROYECTO,CAPACIDAD",153,CAP-BE2-M07,BACKEND 2 — Ciberseguridad Backend (JWT/RBAC/OWASP),R1,,Baja,Bajo,Ciberseguridad Backend,Desarrollo,S3-S5,Julio,90.0,PMO — Capacidad
BACKEND 2 — Ciberseguridad Backend (JWT/RBAC/OWASP) — Carga Agosto 2026 (90.0%),"PANEL DE CAPACIDAD MENSUAL
Recurso: BACKEND 2 — Ciberseguridad Backend (JWT/RBAC/OWASP)
Mes: Agosto 2026
Horas planificadas: 153.0h de 170.0h disponibles (neto feriados Peru, 8.5h/dia)
Carga: 90.0% — Estado: OPTIMO
Meta del proyecto: 90%+ promedio en 6 meses

Esta tarea es un indicador para dashboard ClickUp. No requiere ejecucion tecnica: consolida la suma de horas de todas las tareas asignadas a BACKEND 2 — Ciberseguridad Backend (JWT/RBAC/OWASP) en Agosto.",Capacidad_Recursos,Backlog,Normal,2026-08-03,2026-08-31,"GESTION_PROYECTO,CAPACIDAD",153,CAP-BE2-M08,BACKEND 2 — Ciberseguridad Backend (JWT/RBAC/OWASP),R1,,Baja,Bajo,Ciberseguridad Backend,Desarrollo,S5-S7,Agosto,90.0,PMO — Capacidad
BACKEND 2 — Ciberseguridad Backend (JWT/RBAC/OWASP) — Carga Septiembre 2026 (96.1%),"PANEL DE CAPACIDAD MENSUAL
Recurso: BACKEND 2 — Ciberseguridad Backend (JWT/RBAC/OWASP)
Mes: Septiembre 2026
Horas planificadas: 179.8h de 187.0h disponibles (neto feriados Peru, 8.5h/dia)
Carga: 96.1% — Estado: OPTIMO
Meta del proyecto: 90%+ promedio en 6 meses

Esta tarea es un indicador para dashboard ClickUp. No requiere ejecucion tecnica: consolida la suma de horas de todas las tareas asignadas a BACKEND 2 — Ciberseguridad Backend (JWT/RBAC/OWASP) en Septiembre.",Capacidad_Recursos,Backlog,Normal,2026-09-01,2026-09-30,"GESTION_PROYECTO,CAPACIDAD",179,CAP-BE2-M09,BACKEND 2 — Ciberseguridad Backend (JWT/RBAC/OWASP),R1,,Baja,Bajo,Ciberseguridad Backend,Desarrollo,S7-S9,Septiembre,96.1,PMO — Capacidad
BACKEND 2 — Ciberseguridad Backend (JWT/RBAC/OWASP) — Carga Octubre 2026 (92.0%),"PANEL DE CAPACIDAD MENSUAL
Recurso: BACKEND 2 — Ciberseguridad Backend (JWT/RBAC/OWASP)
Mes: Octubre 2026
Horas planificadas: 164.3h de 178.5h disponibles (neto feriados Peru, 8.5h/dia)
Carga: 92.0% — Estado: OPTIMO
Meta del proyecto: 90%+ promedio en 6 meses

Esta tarea es un indicador para dashboard ClickUp. No requiere ejecucion tecnica: consolida la suma de horas de todas las tareas asignadas a BACKEND 2 — Ciberseguridad Backend (JWT/RBAC/OWASP) en Octubre.",Capacidad_Recursos,Backlog,Normal,2026-10-01,2026-11-02,"GESTION_PROYECTO,CAPACIDAD",164,CAP-BE2-M10,BACKEND 2 — Ciberseguridad Backend (JWT/RBAC/OWASP),R1,,Baja,Bajo,Ciberseguridad Backend,Desarrollo,S9-S12,Octubre,92.1,PMO — Capacidad
BACKEND 2 — Ciberseguridad Backend (JWT/RBAC/OWASP) — Carga Noviembre 2026 (90.0%),"PANEL DE CAPACIDAD MENSUAL
Recurso: BACKEND 2 — Ciberseguridad Backend (JWT/RBAC/OWASP)
Mes: Noviembre 2026
Horas planificadas: 160.7h de 178.5h disponibles (neto feriados Peru, 8.5h/dia)
Carga: 90.0% — Estado: OPTIMO
Meta del proyecto: 90%+ promedio en 6 meses

Esta tarea es un indicador para dashboard ClickUp. No requiere ejecucion tecnica: consolida la suma de horas de todas las tareas asignadas a BACKEND 2 — Ciberseguridad Backend (JWT/RBAC/OWASP) en Noviembre.",Capacidad_Recursos,Backlog,Normal,2026-11-02,2026-11-30,"GESTION_PROYECTO,CAPACIDAD",160,CAP-BE2-M11,BACKEND 2 — Ciberseguridad Backend (JWT/RBAC/OWASP),R1,,Baja,Bajo,Ciberseguridad Backend,Desarrollo,S12-S13,Noviembre,90.0,PMO — Capacidad
BACKEND 3 — Integraciones — Carga Junio 2026 (90.0%),"PANEL DE CAPACIDAD MENSUAL
Recurso: BACKEND 3 — Integraciones
Mes: Junio 2026
Horas planificadas: 160.7h de 178.5h disponibles (neto feriados Peru, 8.5h/dia)
Carga: 90.0% — Estado: OPTIMO
Meta del proyecto: 90%+ promedio en 6 meses

Esta tarea es un indicador para dashboard ClickUp. No requiere ejecucion tecnica: consolida la suma de horas de todas las tareas asignadas a BACKEND 3 — Integraciones en Junio.",Capacidad_Recursos,Backlog,Normal,2026-06-01,2026-06-30,"GESTION_PROYECTO,CAPACIDAD",160,CAP-BE3-M06,BACKEND 3 — Integraciones,R1,,Baja,Bajo,Integraciones,Desarrollo,S1-S3,Junio,90.0,PMO — Capacidad
BACKEND 3 — Integraciones — Carga Julio 2026 (98.9%),"PANEL DE CAPACIDAD MENSUAL
Recurso: BACKEND 3 — Integraciones
Mes: Julio 2026
Horas planificadas: 168.2h de 170.0h disponibles (neto feriados Peru, 8.5h/dia)
Carga: 98.9% — Estado: OPTIMO
Meta del proyecto: 90%+ promedio en 6 meses

Esta tarea es un indicador para dashboard ClickUp. No requiere ejecucion tecnica: consolida la suma de horas de todas las tareas asignadas a BACKEND 3 — Integraciones en Julio.",Capacidad_Recursos,Backlog,Normal,2026-07-01,2026-07-31,"GESTION_PROYECTO,CAPACIDAD",168,CAP-BE3-M07,BACKEND 3 — Integraciones,R1,,Baja,Bajo,Integraciones,Desarrollo,S3-S5,Julio,98.9,PMO — Capacidad
BACKEND 3 — Integraciones — Carga Agosto 2026 (91.6%),"PANEL DE CAPACIDAD MENSUAL
Recurso: BACKEND 3 — Integraciones
Mes: Agosto 2026
Horas planificadas: 155.7h de 170.0h disponibles (neto feriados Peru, 8.5h/dia)
Carga: 91.6% — Estado: OPTIMO
Meta del proyecto: 90%+ promedio en 6 meses

Esta tarea es un indicador para dashboard ClickUp. No requiere ejecucion tecnica: consolida la suma de horas de todas las tareas asignadas a BACKEND 3 — Integraciones en Agosto.",Capacidad_Recursos,Backlog,Normal,2026-08-03,2026-08-31,"GESTION_PROYECTO,CAPACIDAD",155,CAP-BE3-M08,BACKEND 3 — Integraciones,R1,,Baja,Bajo,Integraciones,Desarrollo,S5-S7,Agosto,91.6,PMO — Capacidad
BACKEND 3 — Integraciones — Carga Septiembre 2026 (93.2%),"PANEL DE CAPACIDAD MENSUAL
Recurso: BACKEND 3 — Integraciones
Mes: Septiembre 2026
Horas planificadas: 174.2h de 187.0h disponibles (neto feriados Peru, 8.5h/dia)
Carga: 93.2% — Estado: OPTIMO
Meta del proyecto: 90%+ promedio en 6 meses

Esta tarea es un indicador para dashboard ClickUp. No requiere ejecucion tecnica: consolida la suma de horas de todas las tareas asignadas a BACKEND 3 — Integraciones en Septiembre.",Capacidad_Recursos,Backlog,Normal,2026-09-01,2026-09-30,"GESTION_PROYECTO,CAPACIDAD",174,CAP-BE3-M09,BACKEND 3 — Integraciones,R1,,Baja,Bajo,Integraciones,Desarrollo,S7-S9,Septiembre,93.1,PMO — Capacidad
BACKEND 3 — Integraciones — Carga Octubre 2026 (98.2%),"PANEL DE CAPACIDAD MENSUAL
Recurso: BACKEND 3 — Integraciones
Mes: Octubre 2026
Horas planificadas: 175.2h de 178.5h disponibles (neto feriados Peru, 8.5h/dia)
Carga: 98.2% — Estado: OPTIMO
Meta del proyecto: 90%+ promedio en 6 meses

Esta tarea es un indicador para dashboard ClickUp. No requiere ejecucion tecnica: consolida la suma de horas de todas las tareas asignadas a BACKEND 3 — Integraciones en Octubre.",Capacidad_Recursos,Backlog,Normal,2026-10-01,2026-11-02,"GESTION_PROYECTO,CAPACIDAD",175,CAP-BE3-M10,BACKEND 3 — Integraciones,R1,,Baja,Bajo,Integraciones,Desarrollo,S9-S12,Octubre,98.1,PMO — Capacidad
BACKEND 3 — Integraciones — Carga Noviembre 2026 (90.0%),"PANEL DE CAPACIDAD MENSUAL
Recurso: BACKEND 3 — Integraciones
Mes: Noviembre 2026
Horas planificadas: 160.7h de 178.5h disponibles (neto feriados Peru, 8.5h/dia)
Carga: 90.0% — Estado: OPTIMO
Meta del proyecto: 90%+ promedio en 6 meses

Esta tarea es un indicador para dashboard ClickUp. No requiere ejecucion tecnica: consolida la suma de horas de todas las tareas asignadas a BACKEND 3 — Integraciones en Noviembre.",Capacidad_Recursos,Backlog,Normal,2026-11-02,2026-11-30,"GESTION_PROYECTO,CAPACIDAD",160,CAP-BE3-M11,BACKEND 3 — Integraciones,R1,,Baja,Bajo,Integraciones,Desarrollo,S12-S13,Noviembre,90.0,PMO — Capacidad
FRONTEND 1 — Interfaces (mes 1 al 6) — Carga Junio 2026 (90.0%),"PANEL DE CAPACIDAD MENSUAL
Recurso: FRONTEND 1 — Interfaces (mes 1 al 6)
Mes: Junio 2026
Horas planificadas: 160.7h de 178.5h disponibles (neto feriados Peru, 8.5h/dia)
Carga: 90.0% — Estado: OPTIMO
Meta del proyecto: 90%+ promedio en 6 meses

Esta tarea es un indicador para dashboard ClickUp. No requiere ejecucion tecnica: consolida la suma de horas de todas las tareas asignadas a FRONTEND 1 — Interfaces (mes 1 al 6) en Junio.",Capacidad_Recursos,Backlog,Normal,2026-06-01,2026-06-30,"GESTION_PROYECTO,CAPACIDAD",160,CAP-FE1-M06,FRONTEND 1 — Interfaces (mes 1 al 6),R1,,Baja,Bajo,Frontend Principal,Desarrollo,S1-S3,Junio,90.0,PMO — Capacidad
FRONTEND 1 — Interfaces (mes 1 al 6) — Carga Julio 2026 (99.1%),"PANEL DE CAPACIDAD MENSUAL
Recurso: FRONTEND 1 — Interfaces (mes 1 al 6)
Mes: Julio 2026
Horas planificadas: 168.5h de 170.0h disponibles (neto feriados Peru, 8.5h/dia)
Carga: 99.1% — Estado: OPTIMO
Meta del proyecto: 90%+ promedio en 6 meses

Esta tarea es un indicador para dashboard ClickUp. No requiere ejecucion tecnica: consolida la suma de horas de todas las tareas asignadas a FRONTEND 1 — Interfaces (mes 1 al 6) en Julio.",Capacidad_Recursos,Backlog,Normal,2026-07-01,2026-07-31,"GESTION_PROYECTO,CAPACIDAD",168,CAP-FE1-M07,FRONTEND 1 — Interfaces (mes 1 al 6),R1,,Baja,Bajo,Frontend Principal,Desarrollo,S3-S5,Julio,99.1,PMO — Capacidad
FRONTEND 1 — Interfaces (mes 1 al 6) — Carga Agosto 2026 (98.4%),"PANEL DE CAPACIDAD MENSUAL
Recurso: FRONTEND 1 — Interfaces (mes 1 al 6)
Mes: Agosto 2026
Horas planificadas: 167.2h de 170.0h disponibles (neto feriados Peru, 8.5h/dia)
Carga: 98.4% — Estado: OPTIMO
Meta del proyecto: 90%+ promedio en 6 meses

Esta tarea es un indicador para dashboard ClickUp. No requiere ejecucion tecnica: consolida la suma de horas de todas las tareas asignadas a FRONTEND 1 — Interfaces (mes 1 al 6) en Agosto.",Capacidad_Recursos,Backlog,Normal,2026-08-03,2026-08-31,"GESTION_PROYECTO,CAPACIDAD",167,CAP-FE1-M08,FRONTEND 1 — Interfaces (mes 1 al 6),R1,,Baja,Bajo,Frontend Principal,Desarrollo,S5-S7,Agosto,98.3,PMO — Capacidad
FRONTEND 1 — Interfaces (mes 1 al 6) — Carga Septiembre 2026 (99.2%),"PANEL DE CAPACIDAD MENSUAL
Recurso: FRONTEND 1 — Interfaces (mes 1 al 6)
Mes: Septiembre 2026
Horas planificadas: 185.5h de 187.0h disponibles (neto feriados Peru, 8.5h/dia)
Carga: 99.2% — Estado: OPTIMO
Meta del proyecto: 90%+ promedio en 6 meses

Esta tarea es un indicador para dashboard ClickUp. No requiere ejecucion tecnica: consolida la suma de horas de todas las tareas asignadas a FRONTEND 1 — Interfaces (mes 1 al 6) en Septiembre.",Capacidad_Recursos,Backlog,Normal,2026-09-01,2026-09-30,"GESTION_PROYECTO,CAPACIDAD",185,CAP-FE1-M09,FRONTEND 1 — Interfaces (mes 1 al 6),R1,,Baja,Bajo,Frontend Principal,Desarrollo,S7-S9,Septiembre,99.2,PMO — Capacidad
FRONTEND 1 — Interfaces (mes 1 al 6) — Carga Octubre 2026 (100.0%),"PANEL DE CAPACIDAD MENSUAL
Recurso: FRONTEND 1 — Interfaces (mes 1 al 6)
Mes: Octubre 2026
Horas planificadas: 178.5h de 178.5h disponibles (neto feriados Peru, 8.5h/dia)
Carga: 100.0% — Estado: OPTIMO
Meta del proyecto: 90%+ promedio en 6 meses

Esta tarea es un indicador para dashboard ClickUp. No requiere ejecucion tecnica: consolida la suma de horas de todas las tareas asignadas a FRONTEND 1 — Interfaces (mes 1 al 6) en Octubre.",Capacidad_Recursos,Backlog,Normal,2026-10-01,2026-11-02,"GESTION_PROYECTO,CAPACIDAD",178,CAP-FE1-M10,FRONTEND 1 — Interfaces (mes 1 al 6),R1,,Baja,Bajo,Frontend Principal,Desarrollo,S9-S12,Octubre,100.0,PMO — Capacidad
FRONTEND 1 — Interfaces (mes 1 al 6) — Carga Noviembre 2026 (97.9%),"PANEL DE CAPACIDAD MENSUAL
Recurso: FRONTEND 1 — Interfaces (mes 1 al 6)
Mes: Noviembre 2026
Horas planificadas: 174.7h de 178.5h disponibles (neto feriados Peru, 8.5h/dia)
Carga: 97.9% — Estado: OPTIMO
Meta del proyecto: 90%+ promedio en 6 meses

Esta tarea es un indicador para dashboard ClickUp. No requiere ejecucion tecnica: consolida la suma de horas de todas las tareas asignadas a FRONTEND 1 — Interfaces (mes 1 al 6) en Noviembre.",Capacidad_Recursos,Backlog,Normal,2026-11-02,2026-11-30,"GESTION_PROYECTO,CAPACIDAD",174,CAP-FE1-M11,FRONTEND 1 — Interfaces (mes 1 al 6),R1,,Baja,Bajo,Frontend Principal,Desarrollo,S12-S13,Noviembre,97.8,PMO — Capacidad
FRONTEND 2 — UX y Soporte (desde mes 2) — Carga Junio 2026 (0.0%),"PANEL DE CAPACIDAD MENSUAL
Recurso: FRONTEND 2 — UX y Soporte (desde mes 2)
Mes: Junio 2026
Horas planificadas: 0.0h de 178.5h disponibles (neto feriados Peru, 8.5h/dia)
Carga: 0.0% — Estado: BAJO
Meta del proyecto: 90%+ promedio en 6 meses

Esta tarea es un indicador para dashboard ClickUp. No requiere ejecucion tecnica: consolida la suma de horas de todas las tareas asignadas a FRONTEND 2 — UX y Soporte (desde mes 2) en Junio.",Capacidad_Recursos,Backlog,Normal,2026-06-01,2026-06-30,"GESTION_PROYECTO,CAPACIDAD",1,CAP-FE2-M06,FRONTEND 2 — UX y Soporte (desde mes 2),R1,,Baja,Bajo,UX y Soporte,Desarrollo,S1-S3,Junio,0.0,PMO — Capacidad
FRONTEND 2 — UX y Soporte (desde mes 2) — Carga Julio 2026 (90.0%),"PANEL DE CAPACIDAD MENSUAL
Recurso: FRONTEND 2 — UX y Soporte (desde mes 2)
Mes: Julio 2026
Horas planificadas: 153.0h de 170.0h disponibles (neto feriados Peru, 8.5h/dia)
Carga: 90.0% — Estado: OPTIMO
Meta del proyecto: 90%+ promedio en 6 meses

Esta tarea es un indicador para dashboard ClickUp. No requiere ejecucion tecnica: consolida la suma de horas de todas las tareas asignadas a FRONTEND 2 — UX y Soporte (desde mes 2) en Julio.",Capacidad_Recursos,Backlog,Normal,2026-07-01,2026-07-31,"GESTION_PROYECTO,CAPACIDAD",153,CAP-FE2-M07,FRONTEND 2 — UX y Soporte (desde mes 2),R1,,Baja,Bajo,UX y Soporte,Desarrollo,S3-S5,Julio,90.0,PMO — Capacidad
FRONTEND 2 — UX y Soporte (desde mes 2) — Carga Agosto 2026 (90.6%),"PANEL DE CAPACIDAD MENSUAL
Recurso: FRONTEND 2 — UX y Soporte (desde mes 2)
Mes: Agosto 2026
Horas planificadas: 154.0h de 170.0h disponibles (neto feriados Peru, 8.5h/dia)
Carga: 90.6% — Estado: OPTIMO
Meta del proyecto: 90%+ promedio en 6 meses

Esta tarea es un indicador para dashboard ClickUp. No requiere ejecucion tecnica: consolida la suma de horas de todas las tareas asignadas a FRONTEND 2 — UX y Soporte (desde mes 2) en Agosto.",Capacidad_Recursos,Backlog,Normal,2026-08-03,2026-08-31,"GESTION_PROYECTO,CAPACIDAD",154,CAP-FE2-M08,FRONTEND 2 — UX y Soporte (desde mes 2),R1,,Baja,Bajo,UX y Soporte,Desarrollo,S5-S7,Agosto,90.6,PMO — Capacidad
FRONTEND 2 — UX y Soporte (desde mes 2) — Carga Septiembre 2026 (90.0%),"PANEL DE CAPACIDAD MENSUAL
Recurso: FRONTEND 2 — UX y Soporte (desde mes 2)
Mes: Septiembre 2026
Horas planificadas: 168.3h de 187.0h disponibles (neto feriados Peru, 8.5h/dia)
Carga: 90.0% — Estado: OPTIMO
Meta del proyecto: 90%+ promedio en 6 meses

Esta tarea es un indicador para dashboard ClickUp. No requiere ejecucion tecnica: consolida la suma de horas de todas las tareas asignadas a FRONTEND 2 — UX y Soporte (desde mes 2) en Septiembre.",Capacidad_Recursos,Backlog,Normal,2026-09-01,2026-09-30,"GESTION_PROYECTO,CAPACIDAD",168,CAP-FE2-M09,FRONTEND 2 — UX y Soporte (desde mes 2),R1,,Baja,Bajo,UX y Soporte,Desarrollo,S7-S9,Septiembre,90.0,PMO — Capacidad
FRONTEND 2 — UX y Soporte (desde mes 2) — Carga Octubre 2026 (90.0%),"PANEL DE CAPACIDAD MENSUAL
Recurso: FRONTEND 2 — UX y Soporte (desde mes 2)
Mes: Octubre 2026
Horas planificadas: 160.7h de 178.5h disponibles (neto feriados Peru, 8.5h/dia)
Carga: 90.0% — Estado: OPTIMO
Meta del proyecto: 90%+ promedio en 6 meses

Esta tarea es un indicador para dashboard ClickUp. No requiere ejecucion tecnica: consolida la suma de horas de todas las tareas asignadas a FRONTEND 2 — UX y Soporte (desde mes 2) en Octubre.",Capacidad_Recursos,Backlog,Normal,2026-10-01,2026-11-02,"GESTION_PROYECTO,CAPACIDAD",160,CAP-FE2-M10,FRONTEND 2 — UX y Soporte (desde mes 2),R1,,Baja,Bajo,UX y Soporte,Desarrollo,S9-S12,Octubre,90.0,PMO — Capacidad
FRONTEND 2 — UX y Soporte (desde mes 2) — Carga Noviembre 2026 (93.9%),"PANEL DE CAPACIDAD MENSUAL
Recurso: FRONTEND 2 — UX y Soporte (desde mes 2)
Mes: Noviembre 2026
Horas planificadas: 167.7h de 178.5h disponibles (neto feriados Peru, 8.5h/dia)
Carga: 93.9% — Estado: OPTIMO
Meta del proyecto: 90%+ promedio en 6 meses

Esta tarea es un indicador para dashboard ClickUp. No requiere ejecucion tecnica: consolida la suma de horas de todas las tareas asignadas a FRONTEND 2 — UX y Soporte (desde mes 2) en Noviembre.",Capacidad_Recursos,Backlog,Normal,2026-11-02,2026-11-30,"GESTION_PROYECTO,CAPACIDAD",167,CAP-FE2-M11,FRONTEND 2 — UX y Soporte (desde mes 2),R1,,Baja,Bajo,UX y Soporte,Desarrollo,S12-S13,Noviembre,93.9,PMO — Capacidad
IA-ML — Modelos e Inteligencia Artificial (desde mes 2) — Carga Junio 2026 (0.0%),"PANEL DE CAPACIDAD MENSUAL
Recurso: IA-ML — Modelos e Inteligencia Artificial (desde mes 2)
Mes: Junio 2026
Horas planificadas: 0.0h de 178.5h disponibles (neto feriados Peru, 8.5h/dia)
Carga: 0.0% — Estado: BAJO
Meta del proyecto: 90%+ promedio en 6 meses

Esta tarea es un indicador para dashboard ClickUp. No requiere ejecucion tecnica: consolida la suma de horas de todas las tareas asignadas a IA-ML — Modelos e Inteligencia Artificial (desde mes 2) en Junio.",Capacidad_Recursos,Backlog,Normal,2026-06-01,2026-06-30,"GESTION_PROYECTO,CAPACIDAD",1,CAP-IA-M06,IA-ML — Modelos e Inteligencia Artificial (desde mes 2),R1,,Baja,Bajo,IA y Automatización,Desarrollo,S1-S3,Junio,0.0,PMO — Capacidad
